ConsumerID,Choice,d1,d2,x1,x2
2489,0,32,1,0,0
2490,3,37,0,1.4,2
2491,3,52,1,1.4,2
2492,3,41,1,1.4,2
2493,3,36,1,1.4,2
2494,2,43,0,1.2,3.5
2495,3,22,0,1.4,2
2496,3,38,1,1.4,2
2497,3,49,0,1.4,2
2498,3,56,0,1.4,2
2499,3,40,0,1.4,2
2500,2,35,0,1.2,3.5
2501,3,50,1,1.4,2
2502,3,45,0,1.4,2
2503,3,58,0,1.4,2
2504,2,35,0,1.2,3.5
2505,1,54,0,1,5
2506,3,41,1,1.4,2
2507,3,55,0,1.4,2
2508,2,40,1,1.2,3.5
2509,3,35,0,1.4,2
2510,1,23,0,1,5
2511,3,25,0,1.4,2
2512,1,53,0,1,5
2513,3,45,0,1.4,2
2514,3,57,1,1.4,2
2515,3,47,1,1.4,2
2516,3,21,1,1.4,2
2517,3,43,1,1.4,2
2518,2,54,0,1.2,3.5
2519,2,28,0,1.2,3.5
2520,1,30,0,1,5
2521,1,42,0,1,5
2522,1,25,0,1,5
2523,3,48,0,1.4,2
2524,3,25,0,1.4,2
2525,2,28,1,1.2,3.5
2526,3,37,0,1.4,2
2527,3,52,1,1.4,2
2528,3,57,1,1.4,2
2529,3,36,1,1.4,2
2530,0,22,1,0,0
2531,3,56,1,1.4,2
2532,3,53,1,1.4,2
2533,0,49,1,0,0
2534,3,60,0,1.4,2
2535,3,52,1,1.4,2
2536,3,58,1,1.4,2
2537,2,21,0,1.2,3.5
2538,3,25,0,1.4,2
2539,0,29,1,0,0
2540,1,29,0,1,5
2541,3,49,1,1.4,2
2542,2,51,1,1.2,3.5
2543,0,25,1,0,0
2544,3,42,1,1.4,2
2545,3,52,1,1.4,2
2546,3,35,0,1.4,2
2547,3,32,0,1.4,2
2548,3,22,1,1.4,2
2549,2,46,0,1.2,3.5
2550,3,50,1,1.4,2
2551,3,22,0,1.4,2
2552,2,24,0,1.2,3.5
2553,3,45,0,1.4,2
2554,2,39,0,1.2,3.5
2555,3,38,0,1.4,2
2556,3,55,1,1.4,2
2557,3,34,0,1.4,2
2558,3,44,0,1.4,2
2559,3,37,1,1.4,2
2560,3,43,0,1.4,2
2561,2,47,1,1.2,3.5
2562,1,44,0,1,5
2563,2,55,1,1.2,3.5
2564,0,22,1,0,0
2565,3,53,0,1.4,2
2566,3,59,0,1.4,2
2567,2,43,1,1.2,3.5
2568,0,26,1,0,0
2569,3,52,0,1.4,2
2570,3,60,1,1.4,2
2571,1,44,0,1,5
2572,3,53,0,1.4,2
2573,3,30,0,1.4,2
2574,0,21,0,0,0
2575,3,58,0,1.4,2
2576,3,36,0,1.4,2
2577,3,44,0,1.4,2
2578,1,40,0,1,5
2579,3,30,0,1.4,2
2580,2,48,0,1.2,3.5
2581,3,51,1,1.4,2
2582,1,34,0,1,5
2583,0,46,1,0,0
2584,3,46,1,1.4,2
2585,2,24,0,1.2,3.5
2586,3,31,1,1.4,2
2587,0,25,1,0,0
2588,2,53,0,1.2,3.5
2589,3,47,1,1.4,2
2590,0,28,1,0,0
2591,0,23,0,0,0
2592,3,56,1,1.4,2
2593,0,24,0,0,0
2594,3,32,1,1.4,2
2595,3,55,0,1.4,2
2596,0,22,1,0,0
2597,3,53,1,1.4,2
2598,1,32,1,1,5
2599,0,39,1,0,0
2600,2,25,0,1.2,3.5
2601,3,49,0,1.4,2
2602,0,29,1,0,0
2603,3,25,0,1.4,2
2604,3,21,1,1.4,2
2605,3,30,0,1.4,2
2606,2,40,1,1.2,3.5
2607,3,49,0,1.4,2
2608,0,31,1,0,0
2609,0,29,1,0,0
2610,3,45,0,1.4,2
2611,2,34,0,1.2,3.5
2612,3,60,0,1.4,2
2613,3,40,0,1.4,2
2614,3,54,1,1.4,2
2615,3,52,1,1.4,2
2616,3,31,1,1.4,2
2617,2,54,0,1.2,3.5
2618,3,38,1,1.4,2
2619,3,37,0,1.4,2
2620,3,37,0,1.4,2
2621,3,56,1,1.4,2
2622,1,39,0,1,5
2623,3,53,0,1.4,2
2624,0,42,1,0,0
2625,3,52,0,1.4,2
2626,2,26,0,1.2,3.5
2627,3,43,1,1.4,2
2628,3,60,1,1.4,2
2629,3,47,0,1.4,2
2630,3,49,0,1.4,2
2631,3,43,1,1.4,2
2632,3,58,1,1.4,2
2633,0,28,1,0,0
2634,3,42,1,1.4,2
2635,1,53,0,1,5
2636,3,52,0,1.4,2
2637,3,51,0,1.4,2
2638,3,24,0,1.4,2
2639,3,54,0,1.4,2
2640,3,43,1,1.4,2
2641,3,30,0,1.4,2
2642,3,59,0,1.4,2
2643,3,45,1,1.4,2
2644,3,49,0,1.4,2
2645,2,54,0,1.2,3.5
2646,3,21,0,1.4,2
2647,0,24,1,0,0
2648,3,53,1,1.4,2
2649,3,47,0,1.4,2
2650,3,46,1,1.4,2
2651,0,32,1,0,0
2652,3,56,0,1.4,2
2653,3,43,0,1.4,2
2654,3,60,0,1.4,2
2655,3,39,1,1.4,2
2656,3,52,1,1.4,2
2657,3,34,1,1.4,2
2658,2,29,1,1.2,3.5
2659,0,43,1,0,0
2660,0,22,0,0,0
2661,3,35,1,1.4,2
2662,2,48,0,1.2,3.5
2663,0,22,1,0,0
2664,3,50,0,1.4,2
2665,3,33,0,1.4,2
2666,0,32,1,0,0
2667,0,24,1,0,0
2668,1,29,0,1,5
2669,3,36,0,1.4,2
2670,3,37,1,1.4,2
2671,1,21,0,1,5
2672,3,57,0,1.4,2
2673,3,59,0,1.4,2
2674,3,34,0,1.4,2
2675,3,41,1,1.4,2
2676,3,23,0,1.4,2
2677,2,23,0,1.2,3.5
2678,1,24,0,1,5
2679,3,55,1,1.4,2
2680,3,50,0,1.4,2
2681,3,39,1,1.4,2
2682,2,43,1,1.2,3.5
2683,0,23,1,0,0
2684,3,24,0,1.4,2
2685,3,37,0,1.4,2
2686,3,48,1,1.4,2
2687,2,35,0,1.2,3.5
2688,3,38,1,1.4,2
2689,3,33,1,1.4,2
2690,0,25,1,0,0
2691,3,46,1,1.4,2
2692,3,52,0,1.4,2
2693,3,45,1,1.4,2
2694,0,21,1,0,0
2695,3,37,0,1.4,2
2696,3,59,1,1.4,2
2697,2,34,0,1.2,3.5
2698,3,39,1,1.4,2
2699,0,25,1,0,0
2700,0,22,1,0,0
2701,3,60,1,1.4,2
2702,3,44,0,1.4,2
2703,0,37,1,0,0
2704,1,52,0,1,5
2705,3,35,0,1.4,2
2706,3,43,1,1.4,2
2707,3,58,1,1.4,2
2708,3,43,0,1.4,2
2709,3,23,0,1.4,2
2710,0,27,1,0,0
2711,3,51,1,1.4,2
2712,2,22,0,1.2,3.5
2713,3,50,0,1.4,2
2714,2,22,0,1.2,3.5
2715,3,28,0,1.4,2
2716,3,57,1,1.4,2
2717,1,21,0,1,5
2718,2,50,1,1.2,3.5
2719,3,60,1,1.4,2
2720,0,24,0,0,0
2721,3,54,1,1.4,2
2722,3,59,1,1.4,2
2723,3,29,0,1.4,2
2724,1,23,1,1,5
2725,3,41,1,1.4,2
2726,3,59,1,1.4,2
2727,3,34,0,1.4,2
2728,0,34,1,0,0
2729,1,32,0,1,5
2730,3,57,0,1.4,2
2731,1,24,0,1,5
2732,3,32,1,1.4,2
2733,2,36,0,1.2,3.5
2734,0,39,1,0,0
2735,2,25,0,1.2,3.5
2736,2,46,1,1.2,3.5
2737,3,33,1,1.4,2
2738,3,56,1,1.4,2
2739,3,53,0,1.4,2
2740,3,53,1,1.4,2
2741,0,43,1,0,0
2742,3,42,1,1.4,2
2743,3,52,1,1.4,2
2744,3,41,0,1.4,2
2745,3,60,0,1.4,2
2746,3,46,0,1.4,2
2747,3,46,1,1.4,2
2748,3,55,0,1.4,2
2749,0,23,1,0,0
2750,3,29,1,1.4,2
2751,3,58,0,1.4,2
2752,3,48,0,1.4,2
2753,3,34,0,1.4,2
2754,3,38,1,1.4,2
2755,3,44,1,1.4,2
2756,3,39,0,1.4,2
2757,0,22,1,0,0
2758,1,26,0,1,5
2759,2,41,0,1.2,3.5
2760,3,40,1,1.4,2
2761,1,36,0,1,5
2762,3,59,0,1.4,2
2763,2,26,0,1.2,3.5
2764,3,40,1,1.4,2
2765,3,43,1,1.4,2
2766,3,44,1,1.4,2
2767,0,36,1,0,0
2768,3,55,0,1.4,2
2769,0,21,1,0,0
2770,3,46,1,1.4,2
2771,3,48,1,1.4,2
2772,3,56,0,1.4,2
2773,3,46,1,1.4,2
2774,2,48,0,1.2,3.5
2775,3,54,0,1.4,2
2776,3,42,0,1.4,2
2777,3,43,1,1.4,2
2778,3,45,0,1.4,2
2779,3,47,0,1.4,2
2780,3,34,0,1.4,2
2781,0,29,0,0,0
2782,3,34,0,1.4,2
2783,0,24,1,0,0
2784,3,26,1,1.4,2
2785,3,55,0,1.4,2
2786,2,53,0,1.2,3.5
2787,0,23,1,0,0
2788,3,43,1,1.4,2
2789,3,37,1,1.4,2
2790,1,45,0,1,5
2791,3,52,0,1.4,2
2792,0,28,1,0,0
2793,0,33,1,0,0
2794,0,30,1,0,0
2795,3,55,1,1.4,2
2796,3,57,1,1.4,2
2797,3,32,0,1.4,2
2798,0,38,1,0,0
2799,0,40,1,0,0
2800,2,43,1,1.2,3.5
2801,2,50,0,1.2,3.5
2802,2,37,1,1.2,3.5
2803,3,30,0,1.4,2
2804,3,48,1,1.4,2
2805,2,50,0,1.2,3.5
2806,3,24,1,1.4,2
2807,0,53,1,0,0
2808,3,42,1,1.4,2
2809,3,28,0,1.4,2
2810,3,27,1,1.4,2
2811,3,35,0,1.4,2
2812,3,58,0,1.4,2
2813,3,40,1,1.4,2
2814,3,60,1,1.4,2
2815,3,38,1,1.4,2
2816,1,21,0,1,5
2817,2,34,0,1.2,3.5
2818,3,31,1,1.4,2
2819,3,38,0,1.4,2
2820,3,48,1,1.4,2
2821,3,49,1,1.4,2
2822,2,22,0,1.2,3.5
2823,0,26,1,0,0
2824,3,50,1,1.4,2
2825,3,24,1,1.4,2
2826,3,53,1,1.4,2
2827,3,48,1,1.4,2
2828,2,22,0,1.2,3.5
2829,3,37,1,1.4,2
2830,3,52,1,1.4,2
2831,2,33,1,1.2,3.5
2832,1,24,0,1,5
2833,0,29,1,0,0
2834,3,26,0,1.4,2
2835,3,50,0,1.4,2
2836,3,48,0,1.4,2
2837,3,51,1,1.4,2
2838,3,55,1,1.4,2
2839,2,32,1,1.2,3.5
2840,3,44,0,1.4,2
2841,0,32,1,0,0
2842,3,40,1,1.4,2
2843,3,22,1,1.4,2
2844,3,45,0,1.4,2
2845,3,57,1,1.4,2
2846,3,50,0,1.4,2
2847,3,51,0,1.4,2
2848,3,57,1,1.4,2
2849,3,33,0,1.4,2
2850,3,52,0,1.4,2
2851,3,35,0,1.4,2
2852,3,42,1,1.4,2
2853,2,40,0,1.2,3.5
2854,3,36,0,1.4,2
2855,3,54,0,1.4,2
2856,3,31,1,1.4,2
2857,0,27,1,0,0
2858,3,41,0,1.4,2
2859,3,53,0,1.4,2
2860,3,22,0,1.4,2
2861,0,38,1,0,0
2862,0,30,1,0,0
2863,3,52,1,1.4,2
2864,3,51,1,1.4,2
2865,2,58,0,1.2,3.5
2866,3,51,1,1.4,2
2867,2,53,0,1.2,3.5
2868,3,25,0,1.4,2
2869,3,49,0,1.4,2
2870,3,23,1,1.4,2
2871,2,58,0,1.2,3.5
2872,0,28,0,0,0
2873,3,35,1,1.4,2
2874,3,41,0,1.4,2
2875,3,55,1,1.4,2
2876,0,22,0,0,0
2877,2,41,0,1.2,3.5
2878,0,30,1,0,0
2879,3,51,1,1.4,2
2880,3,46,1,1.4,2
2881,0,26,1,0,0
2882,3,32,1,1.4,2
2883,3,57,1,1.4,2
2884,3,58,1,1.4,2
2885,3,41,0,1.4,2
2886,1,22,0,1,5
2887,0,29,1,0,0
2888,3,39,0,1.4,2
2889,1,53,0,1,5
2890,3,34,1,1.4,2
2891,3,53,1,1.4,2
2892,1,29,0,1,5
2893,3,51,0,1.4,2
2894,3,25,0,1.4,2
2895,3,40,0,1.4,2
2896,3,42,0,1.4,2
2897,3,40,0,1.4,2
2898,2,26,0,1.2,3.5
2899,3,24,0,1.4,2
2900,2,54,0,1.2,3.5
2901,3,50,1,1.4,2
2902,1,40,1,1,5
2903,1,23,0,1,5
2904,2,43,1,1.2,3.5
2905,3,40,0,1.4,2
2906,3,60,1,1.4,2
2907,3,36,1,1.4,2
2908,3,49,0,1.4,2
2909,2,35,1,1.2,3.5
2910,3,60,1,1.4,2
2911,0,30,1,0,0
2912,2,24,0,1.2,3.5
2913,0,51,1,0,0
2914,2,55,0,1.2,3.5
2915,3,36,1,1.4,2
2916,1,29,0,1,5
2917,0,30,1,0,0
2918,2,21,0,1.2,3.5
2919,3,38,0,1.4,2
2920,3,24,1,1.4,2
2921,3,57,1,1.4,2
2922,3,38,1,1.4,2
2923,3,36,0,1.4,2
2924,3,48,1,1.4,2
2925,3,47,1,1.4,2
2926,3,31,1,1.4,2
2927,3,43,1,1.4,2
2928,3,47,0,1.4,2
2929,3,50,1,1.4,2
2930,3,22,1,1.4,2
2931,3,39,0,1.4,2
2932,2,26,0,1.2,3.5
2933,3,50,1,1.4,2
2934,2,51,0,1.2,3.5
2935,3,30,1,1.4,2
2936,3,59,0,1.4,2
2937,3,30,0,1.4,2
2938,3,56,1,1.4,2
2939,3,39,0,1.4,2
2940,3,35,1,1.4,2
2941,0,23,1,0,0
2942,3,35,1,1.4,2
2943,2,44,0,1.2,3.5
2944,2,35,0,1.2,3.5
2945,3,47,1,1.4,2
2946,3,42,1,1.4,2
2947,2,29,0,1.2,3.5
2948,0,30,1,0,0
2949,1,33,0,1,5
2950,3,45,1,1.4,2
2951,3,44,1,1.4,2
2952,2,39,0,1.2,3.5
2953,3,31,0,1.4,2
2954,3,31,0,1.4,2
2955,3,60,1,1.4,2
2956,3,46,0,1.4,2
2957,3,40,1,1.4,2
2958,1,46,0,1,5
2959,3,54,1,1.4,2
2960,3,30,1,1.4,2
2961,2,26,0,1.2,3.5
2962,3,32,1,1.4,2
2963,3,46,1,1.4,2
2964,3,29,1,1.4,2
2965,3,47,0,1.4,2
2966,1,37,0,1,5
2967,3,54,0,1.4,2
2968,3,51,1,1.4,2
2969,2,60,1,1.2,3.5
2970,3,54,1,1.4,2
2971,2,57,0,1.2,3.5
2972,1,40,0,1,5
2973,3,40,1,1.4,2
2974,3,35,1,1.4,2
2975,3,57,0,1.4,2
2976,0,23,1,0,0
2977,1,60,1,1,5
2978,3,36,0,1.4,2
2979,3,36,1,1.4,2
2980,2,45,0,1.2,3.5
2981,3,32,1,1.4,2
2982,3,46,1,1.4,2
2983,3,54,0,1.4,2
2984,3,57,0,1.4,2
2985,3,36,1,1.4,2
2986,3,36,1,1.4,2
2987,0,25,1,0,0
2988,3,39,0,1.4,2
2989,1,45,0,1,5
2990,2,40,0,1.2,3.5
2991,3,56,1,1.4,2
2992,0,37,1,0,0
2993,0,26,1,0,0
2994,3,30,0,1.4,2
2995,0,46,0,0,0
2996,0,21,1,0,0
2997,0,21,1,0,0
2998,3,60,1,1.4,2
2999,0,50,1,0,0
3000,3,55,0,1.4,2
3001,3,33,1,1.4,2
3002,1,27,0,1,5
3003,2,42,0,1.2,3.5
3004,3,38,0,1.4,2
3005,1,26,0,1,5
3006,2,33,0,1.2,3.5
3007,3,52,1,1.4,2
3008,1,51,0,1,5
3009,1,38,0,1,5
3010,2,44,0,1.2,3.5
3011,3,58,1,1.4,2
3012,1,31,0,1,5
3013,2,37,0,1.2,3.5
3014,3,42,0,1.4,2
3015,3,25,0,1.4,2
3016,3,60,0,1.4,2
3017,0,36,1,0,0
3018,3,41,0,1.4,2
3019,2,53,0,1.2,3.5
3020,1,59,0,1,5
3021,0,43,1,0,0
3022,0,25,1,0,0
3023,2,50,0,1.2,3.5
3024,3,54,0,1.4,2
3025,3,57,0,1.4,2
3026,3,39,1,1.4,2
3027,3,54,1,1.4,2
3028,3,46,0,1.4,2
3029,3,34,0,1.4,2
3030,3,55,0,1.4,2
3031,2,48,1,1.2,3.5
3032,2,56,0,1.2,3.5
3033,0,25,1,0,0
3034,2,48,0,1.2,3.5
3035,3,29,1,1.4,2
3036,3,52,0,1.4,2
3037,3,42,1,1.4,2
3038,1,28,0,1,5
3039,0,25,0,0,0
3040,3,43,0,1.4,2
3041,3,44,0,1.4,2
3042,3,31,0,1.4,2
3043,1,53,0,1,5
3044,2,46,0,1.2,3.5
3045,3,48,0,1.4,2
3046,3,58,1,1.4,2
3047,0,29,1,0,0
3048,3,37,1,1.4,2
3049,3,38,1,1.4,2
3050,3,28,1,1.4,2
3051,3,50,1,1.4,2
3052,3,31,1,1.4,2
3053,3,57,1,1.4,2
3054,3,37,1,1.4,2
3055,0,28,1,0,0
3056,3,36,0,1.4,2
3057,3,42,1,1.4,2
3058,3,52,0,1.4,2
3059,2,48,1,1.2,3.5
3060,3,42,0,1.4,2
3061,3,39,1,1.4,2
3062,3,42,0,1.4,2
3063,3,31,0,1.4,2
3064,3,38,1,1.4,2
3065,3,44,0,1.4,2
3066,3,51,1,1.4,2
3067,3,33,1,1.4,2
3068,3,26,0,1.4,2
3069,3,55,0,1.4,2
3070,3,56,0,1.4,2
3071,1,57,0,1,5
3072,3,35,1,1.4,2
3073,2,34,1,1.2,3.5
3074,3,57,0,1.4,2
3075,3,60,1,1.4,2
3076,3,59,1,1.4,2
3077,3,25,0,1.4,2
3078,3,35,0,1.4,2
3079,3,45,0,1.4,2
3080,3,51,1,1.4,2
3081,3,46,1,1.4,2
3082,2,57,0,1.2,3.5
3083,1,22,0,1,5
3084,2,55,0,1.2,3.5
3085,0,21,1,0,0
3086,3,22,0,1.4,2
3087,0,29,1,0,0
3088,3,54,0,1.4,2
3089,3,35,0,1.4,2
3090,2,39,1,1.2,3.5
3091,3,23,0,1.4,2
3092,3,34,0,1.4,2
3093,3,24,1,1.4,2
3094,0,38,1,0,0
3095,3,58,1,1.4,2
3096,2,50,1,1.2,3.5
3097,1,39,0,1,5
3098,0,30,0,0,0
3099,2,38,0,1.2,3.5
3100,3,45,1,1.4,2
3101,3,38,1,1.4,2
3102,3,31,0,1.4,2
3103,2,41,0,1.2,3.5
3104,3,55,0,1.4,2
3105,3,56,1,1.4,2
3106,3,48,1,1.4,2
3107,3,47,1,1.4,2
3108,3,59,0,1.4,2
3109,0,39,1,0,0
3110,3,53,1,1.4,2
3111,3,41,0,1.4,2
3112,3,59,0,1.4,2
3113,1,40,0,1,5
3114,3,49,1,1.4,2
3115,2,24,0,1.2,3.5
3116,3,38,0,1.4,2
3117,1,50,0,1,5
3118,2,34,0,1.2,3.5
3119,3,49,1,1.4,2
3120,3,40,0,1.4,2
3121,0,21,1,0,0
3122,2,28,0,1.2,3.5
3123,3,38,0,1.4,2
3124,3,57,1,1.4,2
3125,3,58,1,1.4,2
3126,2,43,1,1.2,3.5
3127,0,45,0,0,0
3128,3,56,0,1.4,2
3129,1,41,0,1,5
3130,0,29,1,0,0
3131,3,49,1,1.4,2
3132,2,53,0,1.2,3.5
3133,3,47,1,1.4,2
3134,1,42,0,1,5
3135,3,57,1,1.4,2
3136,3,33,1,1.4,2
3137,3,33,0,1.4,2
3138,1,41,0,1,5
3139,3,36,1,1.4,2
3140,3,37,1,1.4,2
3141,3,49,0,1.4,2
3142,3,39,0,1.4,2
3143,3,58,1,1.4,2
3144,3,51,0,1.4,2
3145,1,40,1,1,5
3146,0,23,1,0,0
3147,3,59,0,1.4,2
3148,1,40,0,1,5
3149,3,40,0,1.4,2
3150,3,44,1,1.4,2
3151,0,33,1,0,0
3152,3,33,0,1.4,2
3153,3,30,1,1.4,2
3154,0,26,1,0,0
3155,3,42,0,1.4,2
3156,3,50,1,1.4,2
3157,1,43,0,1,5
3158,0,25,1,0,0
3159,3,56,0,1.4,2
3160,2,28,0,1.2,3.5
3161,3,53,1,1.4,2
3162,3,43,1,1.4,2
3163,1,30,0,1,5
3164,3,34,0,1.4,2
3165,3,48,0,1.4,2
3166,3,53,1,1.4,2
3167,3,32,1,1.4,2
3168,3,39,0,1.4,2
3169,0,23,0,0,0
3170,3,34,0,1.4,2
3171,3,51,1,1.4,2
3172,3,36,1,1.4,2
3173,3,46,1,1.4,2
3174,3,32,0,1.4,2
3175,3,38,0,1.4,2
3176,3,45,0,1.4,2
3177,3,58,0,1.4,2
3178,2,60,1,1.2,3.5
3179,3,51,0,1.4,2
3180,3,43,0,1.4,2
3181,3,36,0,1.4,2
3182,0,23,1,0,0
3183,0,52,1,0,0
3184,3,21,0,1.4,2
3185,3,40,1,1.4,2
3186,2,23,0,1.2,3.5
3187,1,22,0,1,5
3188,3,36,1,1.4,2
3189,3,42,1,1.4,2
3190,2,53,0,1.2,3.5
3191,3,60,0,1.4,2
3192,3,51,1,1.4,2
3193,3,39,1,1.4,2
3194,3,30,1,1.4,2
3195,3,54,1,1.4,2
3196,3,47,1,1.4,2
3197,2,28,0,1.2,3.5
3198,3,40,1,1.4,2
3199,3,46,1,1.4,2
3200,0,22,1,0,0
3201,3,43,1,1.4,2
3202,3,26,1,1.4,2
3203,0,22,0,0,0
3204,3,38,1,1.4,2
3205,3,44,1,1.4,2
3206,3,55,0,1.4,2
3207,3,41,1,1.4,2
3208,3,60,0,1.4,2
3209,0,23,1,0,0
3210,3,46,1,1.4,2
3211,0,50,1,0,0
3212,3,60,0,1.4,2
3213,3,24,1,1.4,2
3214,3,32,1,1.4,2
3215,0,53,1,0,0
3216,3,58,0,1.4,2
3217,3,50,1,1.4,2
3218,3,43,1,1.4,2
3219,0,22,0,0,0
3220,2,53,0,1.2,3.5
3221,2,39,0,1.2,3.5
3222,3,58,1,1.4,2
3223,3,53,0,1.4,2
3224,3,58,1,1.4,2
3225,3,52,1,1.4,2
3226,3,55,1,1.4,2
3227,3,60,0,1.4,2
3228,3,37,0,1.4,2
3229,3,21,0,1.4,2
3230,3,29,1,1.4,2
3231,3,57,0,1.4,2
3232,0,29,1,0,0
3233,3,45,1,1.4,2
3234,3,55,1,1.4,2
3235,3,29,1,1.4,2
3236,0,23,1,0,0
3237,3,43,0,1.4,2
3238,3,51,0,1.4,2
3239,3,51,1,1.4,2
3240,1,33,0,1,5
3241,0,34,0,0,0
3242,3,48,1,1.4,2
3243,3,31,0,1.4,2
3244,3,53,1,1.4,2
3245,3,47,0,1.4,2
3246,3,45,1,1.4,2
3247,0,43,1,0,0
3248,3,37,0,1.4,2
3249,3,41,0,1.4,2
3250,3,25,1,1.4,2
3251,3,58,1,1.4,2
3252,2,53,0,1.2,3.5
3253,3,23,1,1.4,2
3254,2,22,0,1.2,3.5
3255,3,37,1,1.4,2
3256,3,42,0,1.4,2
3257,0,46,1,0,0
3258,2,32,0,1.2,3.5
3259,1,45,0,1,5
3260,3,53,1,1.4,2
3261,3,53,1,1.4,2
3262,3,46,1,1.4,2
3263,3,36,1,1.4,2
3264,2,38,0,1.2,3.5
3265,1,32,0,1,5
3266,3,56,1,1.4,2
3267,2,31,0,1.2,3.5
3268,3,34,1,1.4,2
3269,3,25,0,1.4,2
3270,3,21,0,1.4,2
3271,3,27,0,1.4,2
3272,3,29,1,1.4,2
3273,3,54,0,1.4,2
3274,3,42,1,1.4,2
3275,1,27,0,1,5
3276,3,48,0,1.4,2
3277,0,29,0,0,0
3278,3,45,0,1.4,2
3279,3,44,1,1.4,2
3280,2,22,1,1.2,3.5
3281,3,38,1,1.4,2
3282,3,55,1,1.4,2
3283,3,37,1,1.4,2
3284,3,30,0,1.4,2
3285,3,47,1,1.4,2
3286,0,23,0,0,0
3287,0,26,1,0,0
3288,3,21,0,1.4,2
3289,0,38,1,0,0
3290,3,55,0,1.4,2
3291,0,44,1,0,0
3292,3,44,0,1.4,2
3293,3,47,1,1.4,2
3294,3,56,1,1.4,2
3295,0,23,1,0,0
3296,3,29,0,1.4,2
3297,3,39,0,1.4,2
3298,3,28,0,1.4,2
3299,2,47,0,1.2,3.5
3300,3,36,1,1.4,2
3301,3,43,1,1.4,2
3302,3,42,1,1.4,2
3303,3,45,0,1.4,2
3304,3,28,1,1.4,2
3305,2,34,0,1.2,3.5
3306,0,21,1,0,0
3307,3,58,0,1.4,2
3308,2,48,0,1.2,3.5
3309,3,33,0,1.4,2
3310,3,32,1,1.4,2
3311,3,23,0,1.4,2
3312,3,51,1,1.4,2
3313,2,42,0,1.2,3.5
3314,3,33,1,1.4,2
3315,3,37,0,1.4,2
3316,3,39,0,1.4,2
3317,3,57,1,1.4,2
3318,3,31,1,1.4,2
3319,3,33,0,1.4,2
3320,3,46,0,1.4,2
3321,1,52,0,1,5
3322,3,56,1,1.4,2
3323,2,22,1,1.2,3.5
3324,3,49,1,1.4,2
3325,3,49,0,1.4,2
3326,3,25,1,1.4,2
3327,0,30,1,0,0
3328,2,43,0,1.2,3.5
3329,0,35,1,0,0
3330,3,41,0,1.4,2
3331,0,25,1,0,0
3332,2,34,0,1.2,3.5
3333,3,45,1,1.4,2
3334,3,47,0,1.4,2
3335,3,38,1,1.4,2
3336,3,43,1,1.4,2
3337,3,40,1,1.4,2
3338,0,21,1,0,0
3339,1,31,0,1,5
3340,3,33,1,1.4,2
3341,3,57,0,1.4,2
3342,0,32,0,0,0
3343,2,51,0,1.2,3.5
3344,3,47,0,1.4,2
3345,3,40,1,1.4,2
3346,2,34,0,1.2,3.5
3347,3,22,0,1.4,2
3348,3,44,0,1.4,2
3349,0,23,0,0,0
3350,3,30,1,1.4,2
3351,3,40,0,1.4,2
3352,3,53,1,1.4,2
3353,0,25,1,0,0
3354,3,46,1,1.4,2
3355,3,43,1,1.4,2
3356,3,56,1,1.4,2
3357,3,60,1,1.4,2
3358,0,22,1,0,0
3359,2,37,1,1.2,3.5
3360,3,36,1,1.4,2
3361,2,36,1,1.2,3.5
3362,2,44,0,1.2,3.5
3363,3,44,0,1.4,2
3364,3,60,0,1.4,2
3365,3,51,1,1.4,2
3366,0,32,1,0,0
3367,2,30,1,1.2,3.5
3368,1,59,0,1,5
3369,0,22,1,0,0
3370,2,38,1,1.2,3.5
3371,3,48,1,1.4,2
3372,3,38,1,1.4,2
3373,2,48,1,1.2,3.5
3374,2,26,0,1.2,3.5
3375,3,33,1,1.4,2
3376,0,26,1,0,0
3377,3,47,1,1.4,2
3378,3,55,0,1.4,2
3379,3,43,0,1.4,2
3380,3,53,1,1.4,2
3381,3,33,0,1.4,2
3382,3,42,0,1.4,2
3383,3,59,1,1.4,2
3384,3,59,0,1.4,2
3385,2,22,0,1.2,3.5
3386,3,50,1,1.4,2
3387,3,31,0,1.4,2
3388,3,58,0,1.4,2
3389,3,45,1,1.4,2
3390,3,37,1,1.4,2
3391,0,33,1,0,0
3392,3,39,1,1.4,2
3393,3,50,1,1.4,2
3394,3,54,1,1.4,2
3395,3,27,1,1.4,2
3396,3,46,1,1.4,2
3397,3,45,1,1.4,2
3398,3,56,0,1.4,2
3399,1,52,0,1,5
3400,2,21,1,1.2,3.5
3401,2,53,0,1.2,3.5
3402,3,24,1,1.4,2
3403,2,59,0,1.2,3.5
3404,3,21,0,1.4,2
3405,3,30,1,1.4,2
3406,3,42,1,1.4,2
3407,2,46,1,1.2,3.5
3408,3,28,0,1.4,2
3409,3,46,0,1.4,2
3410,3,42,1,1.4,2
3411,3,58,1,1.4,2
3412,0,29,1,0,0
3413,3,35,1,1.4,2
3414,2,36,0,1.2,3.5
3415,2,27,0,1.2,3.5
3416,3,39,1,1.4,2
3417,3,38,1,1.4,2
3418,3,42,1,1.4,2
3419,2,41,0,1.2,3.5
3420,3,34,1,1.4,2
3421,1,35,0,1,5
3422,3,47,1,1.4,2
3423,3,59,0,1.4,2
3424,3,37,0,1.4,2
3425,0,56,0,0,0
3426,3,31,0,1.4,2
3427,3,60,1,1.4,2
3428,3,47,1,1.4,2
